transaction_id,quarter,region,product_line,units_sold,unit_price,gross_revenue,cogs,operating_expense,net_margin
US-2017-163790,2017-Q4,West,Office Supplies,7,64.65,452.55,300.94,128.98,22.63
CA-2016-129868,2016-Q4,West,Office Supplies,2,8.88,17.76,8.95,3.84,4.97
CA-2016-129868,2016-Q4,West,Technology,2,151.19,302.38,190.5,81.64,30.24
CA-2016-129868,2016-Q4,West,Furniture,3,48.78,146.35,106.29,45.55,-5.49
CA-2016-129868,2016-Q4,West,Office Supplies,2,3.95,7.9,4.09,1.76,2.05
CA-2016-129868,2016-Q4,West,Furniture,3,300.9,902.71,608.2,260.66,33.85
CA-2016-129868,2016-Q4,West,Office Supplies,3,17.99,53.97,27.2,11.66,15.11
CA-2016-140564,2016-Q4,East,Office Supplies,8,4.24,33.92,14.48,6.21,13.23
US-2017-169502,2017-Q3,Central,Office Supplies,3,7.27,21.81,11.14,4.78,5.89
US-2017-169502,2017-Q3,Central,Office Supplies,5,18.32,91.6,45.53,19.51,26.56
CA-2015-146948,2015-Q3,East,Furniture,1,150.98,150.98,75.04,32.16,43.78
CA-2015-146948,2015-Q3,East,Office Supplies,9,15.25,137.25,51.88,22.23,63.14
CA-2015-146948,2015-Q3,East,Office Supplies,4,2.88,11.52,4.28,1.83,5.41
US-2015-113327,2015-Q2,South,Office Supplies,1,18.27,18.27,8.63,3.7,5.94
US-2015-113327,2015-Q2,South,Office Supplies,4,38.43,153.73,69.95,29.98,53.8
US-2015-113327,2015-Q2,South,Office Supplies,2,6.11,12.22,5.45,2.34,4.43
US-2015-113327,2015-Q2,South,Technology,7,23.99,167.94,82.29,35.27,50.38
CA-2015-135020,2015-Q2,East,Technology,1,45.99,45.99,22.86,9.79,13.34
CA-2015-135020,2015-Q2,East,Office Supplies,3,178.47,535.41,262.35,112.44,160.62
CA-2015-135020,2015-Q2,East,Office Supplies,2,3.05,6.1,2.83,1.21,2.06
CA-2015-135020,2015-Q2,East,Office Supplies,7,6.48,45.36,16.51,7.08,21.77
US-2017-141852,2017-Q4,West,Furniture,8,5.89,47.12,18.47,7.92,20.73
CA-2016-109407,2016-Q1,South,Office Supplies,4,7.84,31.36,10.98,4.7,15.68
US-2017-165953,2016-Q4,South,Office Supplies,3,15.87,47.62,30.83,13.22,3.57
US-2017-165953,2016-Q4,South,Office Supplies,5,4.7,23.48,10.68,4.58,8.22
CA-2016-144540,2016-Q3,Central,Office Supplies,3,20.93,62.79,160.43,68.75,-166.39
CA-2016-144540,2016-Q3,Central,Office Supplies,9,3.16,28.44,16.92,7.25,4.27
CA-2015-159863,2015-Q3,Central,Technology,3,44.79,134.38,89.36,38.3,6.72
CA-2015-117800,2015-Q3,East,Technology,2,294.95,589.9,309.69,132.73,147.48
CA-2015-117800,2015-Q3,East,Furniture,3,180.98,542.94,281.25,120.53,141.16
CA-2017-145219,2017-Q4,West,Technology,6,479.99,2879.95,1310.38,561.59,1007.98
CA-2017-145219,2017-Q4,West,Office Supplies,3,30.16,90.48,39.59,16.96,33.93
CA-2015-161214,2015-Q4,East,Office Supplies,5,15.51,77.55,39.09,16.75,21.71
CA-2017-147228,2017-Q3,South,Office Supplies,3,2.94,8.83,7.57,3.25,-1.99
CA-2017-147228,2017-Q3,South,Office Supplies,4,44.38,177.54,80.78,34.62,62.14
CA-2017-147228,2017-Q3,South,Office Supplies,2,129.24,258.48,183.2,78.51,-3.23
CA-2017-147228,2017-Q3,South,Furniture,3,4.71,14.14,6.93,2.97,4.24
CA-2016-101336,2016-Q4,East,Office Supplies,5,15.51,77.55,40.17,17.22,20.16
CA-2016-101336,2016-Q4,East,Office Supplies,2,12.44,24.88,12.54,5.37,6.97
CA-2016-101336,2016-Q4,East,Office Supplies,5,28.15,140.75,70.94,30.4,39.41
CA-2016-101336,2016-Q4,East,Office Supplies,3,12.21,36.63,18.72,8.02,9.89
US-2015-126235,2015-Q4,Central,Furniture,2,8.57,17.14,7.68,3.29,6.17
CA-2017-168396,2017-Q3,West,Office Supplies,5,10.35,51.75,18.84,8.07,24.84
CA-2017-168396,2017-Q3,West,Furniture,3,41.32,123.96,78.96,33.84,11.16
CA-2015-130456,2015-Q3,West,Furniture,6,97.73,586.4,386.34,165.57,34.49
CA-2015-130456,2015-Q3,West,Office Supplies,1,80.98,80.98,54.42,23.32,3.24
CA-2017-116288,2017-Q1,West,Office Supplies,3,80.98,242.94,163.25,69.97,9.72
CA-2017-168228,2017-Q2,West,Office Supplies,4,30.98,123.92,63.32,27.14,33.46
CA-2017-168228,2017-Q2,West,Office Supplies,3,4.13,12.39,4.68,2.01,5.7
CA-2017-168228,2017-Q2,West,Office Supplies,2,23.65,47.3,24.5,10.5,12.3
CA-2016-102162,2016-Q3,South,Technology,8,199.99,1599.92,593.57,254.39,751.96
CA-2016-102162,2016-Q3,South,Office Supplies,1,11.09,11.09,3.96,1.7,5.43
CA-2017-130141,2017-Q4,West,Office Supplies,4,0.79,3.17,3.99,1.71,-2.53
CA-2017-130141,2017-Q4,West,Furniture,4,144.78,579.14,425.67,182.43,-28.96
CA-2015-147501,2015-Q3,West,Office Supplies,2,3.18,6.37,2.95,1.27,2.15
CA-2015-147501,2015-Q3,West,Technology,2,279.2,558.4,361.56,154.96,41.88
CA-2016-143910,2016-Q3,East,Furniture,2,72.88,145.76,107.7,46.16,-8.1
CA-2014-146885,2014-Q2,South,Office Supplies,3,4.54,13.62,5.24,2.25,6.13
CA-2016-139556,2016-Q2,East,Furniture,3,144.88,434.65,260.31,111.56,62.78
CA-2017-129357,2017-Q2,West,Office Supplies,9,48.91,440.19,163.31,69.99,206.89
CA-2017-129357,2017-Q2,West,Office Supplies,5,12.88,64.4,43.73,18.74,1.93
CA-2017-150987,2017-Q2,West,Office Supplies,5,48.91,244.55,90.73,38.88,114.94
CA-2017-150987,2017-Q2,West,Office Supplies,4,48.94,195.76,68.52,29.36,97.88
CA-2017-132647,2017-Q1,East,Office Supplies,2,5.88,11.76,4.2,1.8,5.76
CA-2017-132647,2017-Q1,East,Office Supplies,5,33.29,166.45,88.55,37.95,39.95
CA-2017-159107,2017-Q2,West,Office Supplies,1,2.88,2.88,1.07,0.46,1.35
CA-2014-160738,2014-Q2,Central,Office Supplies,2,22.62,45.25,28.9,12.39,3.96
CA-2015-112130,2015-Q2,East,Office Supplies,2,29.95,59.9,31.97,13.7,14.23
CA-2015-112130,2015-Q2,East,Office Supplies,2,11.85,23.7,12.03,5.15,6.52
CA-2015-112130,2015-Q2,East,Office Supplies,2,3.98,7.97,3.56,1.52,2.89
CA-2015-112130,2015-Q2,East,Office Supplies,7,2.6,18.2,11.3,4.85,2.05
CA-2015-112130,2015-Q2,East,Technology,3,9.18,27.55,19.52,8.37,-0.34
CA-2015-112130,2015-Q2,East,Furniture,6,140.69,844.12,616.21,264.09,-36.18
CA-2015-112130,2015-Q2,East,Office Supplies,3,25.58,76.75,60.44,25.9,-9.59
CA-2016-111409,2016-Q3,South,Office Supplies,1,3.0,3.0,1.36,0.59,1.05
CA-2016-116232,2016-Q3,South,Office Supplies,9,0.83,7.51,9.46,4.05,-6.0
CA-2016-116232,2016-Q3,South,Office Supplies,2,8.28,16.56,7.53,3.23,5.8
CA-2016-116547,2016-Q1,West,Furniture,4,19.98,79.92,31.89,13.66,34.37
CA-2016-116547,2016-Q1,West,Technology,2,34.99,69.98,39.68,17.0,13.3
US-2017-133200,2017-Q2,Central,Office Supplies,10,1.11,11.06,20.9,8.96,-18.8
US-2017-133200,2017-Q2,Central,Furniture,7,89.07,623.46,519.86,222.79,-119.19
US-2017-133200,2017-Q2,Central,Office Supplies,5,154.54,772.68,581.44,249.19,-57.95
CA-2016-133550,2016-Q3,Central,Office Supplies,4,70.78,283.14,147.55,63.23,72.36
CA-2016-133550,2016-Q3,Central,Technology,4,158.99,635.96,329.43,141.18,165.35
CA-2016-133550,2016-Q3,Central,Technology,1,118.99,118.99,59.97,25.7,33.32
CA-2016-133550,2016-Q3,Central,Furniture,3,90.98,272.94,170.04,72.88,30.02
CA-2017-139416,2017-Q1,East,Furniture,2,7.5,15.01,9.46,4.05,1.5
CA-2014-114510,2014-Q1,West,Office Supplies,4,8.27,33.09,15.34,6.58,11.17
CA-2014-114510,2014-Q1,West,Office Supplies,1,80.98,80.98,54.42,23.32,3.24
CA-2014-114510,2014-Q1,West,Technology,12,6.9,82.8,53.33,22.85,6.62
CA-2014-114510,2014-Q1,West,Office Supplies,2,10.68,21.36,10.91,4.68,5.77
CA-2014-114510,2014-Q1,West,Office Supplies,2,31.02,62.05,29.32,12.56,20.17
CA-2016-169215,2016-Q3,East,Office Supplies,9,3.29,29.61,11.4,4.89,13.32
CA-2016-127698,2016-Q4,South,Technology,9,95.99,863.93,544.28,233.26,86.39
CA-2016-159912,2016-Q3,East,Furniture,4,60.48,241.92,208.86,89.51,-56.45
CA-2016-159912,2016-Q3,East,Furniture,4,40.97,163.88,172.07,73.75,-81.94
CA-2016-159912,2016-Q3,East,Office Supplies,2,1.74,3.49,4.4,1.88,-2.79
CA-2016-159912,2016-Q3,East,Office Supplies,7,1.51,10.58,9.07,3.89,-2.38
CA-2016-101987,2016-Q2,Central,Technology,9,48.99,440.91,222.22,95.24,123.45
US-2017-154851,2017-Q1,East,Office Supplies,5,1.14,5.72,7.34,3.14,-4.76
CA-2014-138681,2014-Q4,West,Furniture,2,25.98,51.97,29.11,12.47,10.39
CA-2014-138681,2014-Q4,West,Technology,3,23.99,71.98,35.27,15.12,21.59
CA-2014-138681,2014-Q4,West,Furniture,3,80.78,242.35,199.33,85.43,-42.41
CA-2014-138681,2014-Q4,West,Office Supplies,5,44.38,221.92,100.97,43.28,77.67
CA-2014-138681,2014-Q4,West,Office Supplies,2,4.22,8.45,4.07,1.74,2.64
US-2015-138121,2015-Q4,Central,Office Supplies,4,7.38,29.52,10.54,4.52,14.46
US-2015-138121,2015-Q4,Central,Furniture,3,100.98,302.94,178.13,76.34,48.47
US-2015-138121,2015-Q4,Central,Furniture,2,71.18,142.36,72.74,31.18,38.44
US-2015-138121,2015-Q4,Central,Furniture,9,60.74,546.66,287.0,123.0,136.66
US-2015-138121,2015-Q4,Central,Furniture,3,70.71,212.13,138.1,59.18,14.85
CA-2017-140298,2017-Q2,Central,Office Supplies,2,2.62,5.25,3.26,1.4,0.59
CA-2017-140298,2017-Q2,Central,Office Supplies,2,37.21,74.42,62.51,26.79,-14.88
CA-2017-140298,2017-Q2,Central,Office Supplies,2,3.42,6.85,3.3,1.41,2.14
CA-2017-140298,2017-Q2,Central,Furniture,1,8.0,8.0,10.5,4.5,-7.0
CA-2016-166240,2016-Q2,Central,Office Supplies,2,4.36,8.71,19.82,8.49,-19.6
CA-2016-158435,2016-Q2,East,Office Supplies,7,9.31,65.17,32.39,13.88,18.9
CA-2016-158435,2016-Q2,East,Office Supplies,2,7.31,14.62,5.42,2.33,6.87
CA-2016-158435,2016-Q2,East,Furniture,4,43.31,173.24,109.14,46.78,17.32
CA-2017-138149,2017-Q2,West,Office Supplies,5,179.18,895.92,415.48,178.07,302.37
CA-2017-138149,2017-Q2,West,Office Supplies,3,43.57,130.71,64.05,27.45,39.21
CA-2017-138149,2017-Q2,West,Office Supplies,2,5.84,11.68,6.05,2.59,3.04
CA-2017-138149,2017-Q2,West,Technology,3,20.77,62.31,27.92,11.96,22.43
CA-2014-112403,2014-Q1,East,Office Supplies,1,0.85,0.85,1.01,0.44,-0.6
CA-2014-108273,2014-Q4,Central,Office Supplies,7,5.18,36.29,16.51,7.08,12.7
CA-2014-108273,2014-Q4,Central,Furniture,2,28.28,56.57,92.06,39.46,-74.95
CA-2017-121643,2017-Q2,West,Technology,2,172.35,344.7,214.14,91.78,38.78
US-2015-122910,2015-Q2,West,Technology,2,100.79,201.58,126.99,54.43,20.16
CA-2017-143126,2017-Q4,West,Furniture,2,260.98,521.96,303.26,129.97,88.73
CA-2015-129042,2015-Q4,East,Office Supplies,3,2.74,8.22,4.2,1.8,2.22
CA-2015-109736,2015-Q4,West,Office Supplies,7,6.48,45.36,16.51,7.08,21.77
CA-2015-142601,2015-Q2,West,Office Supplies,7,135.31,947.17,656.39,281.31,9.47
CA-2015-142601,2015-Q2,West,Office Supplies,2,30.98,61.96,23.86,10.22,27.88
CA-2014-106229,2014-Q2,Central,Furniture,3,89.65,268.94,335.1,143.61,-209.77
US-2017-135230,2017-Q3,West,Office Supplies,1,7.58,7.58,3.23,1.39,2.96
CA-2016-159653,2016-Q2,South,Office Supplies,3,4.91,14.73,5.26,2.25,7.22
CA-2016-131968,2016-Q4,South,Office Supplies,2,4.94,9.89,11.77,5.04,-6.92
CA-2016-131968,2016-Q4,South,Office Supplies,3,223.85,671.54,434.82,186.35,50.37
CA-2014-119151,2014-Q4,East,Office Supplies,4,279.48,1117.92,743.41,318.61,55.9
CA-2014-119151,2014-Q4,East,Furniture,3,91.98,275.95,219.72,94.17,-37.94
CA-2014-123323,2014-Q4,West,Office Supplies,7,17.59,123.14,53.87,23.09,46.18
CA-2016-124681,2016-Q3,Central,Technology,3,5.19,15.58,8.59,3.68,3.31
US-2015-103996,2015-Q1,West,Office Supplies,6,35.44,212.64,78.89,33.81,99.94
US-2015-103996,2015-Q1,West,Office Supplies,3,3.29,9.87,3.73,1.6,4.54
US-2015-103996,2015-Q1,West,Technology,3,17.75,53.25,22.74,9.74,20.77
US-2015-103996,2015-Q1,West,Furniture,3,6.64,19.92,7.25,3.11,9.56
CA-2016-120530,2016-Q2,East,Furniture,3,219.58,658.75,358.65,153.71,146.39
CA-2015-155054,2015-Q2,East,Office Supplies,2,4.13,8.26,3.07,1.31,3.88
CA-2015-155054,2015-Q2,East,Office Supplies,2,14.92,29.84,11.49,4.92,13.43
CA-2015-155054,2015-Q2,East,Technology,2,33.99,67.98,37.11,15.91,14.96
CA-2015-105725,2015-Q1,West,Office Supplies,2,30.53,61.06,23.08,9.89,28.09
CA-2015-105725,2015-Q1,West,Furniture,1,35.54,35.54,25.5,10.93,-0.89
CA-2017-164364,2017-Q4,West,Office Supplies,2,4.98,9.96,3.77,1.61,4.58
CA-2017-164364,2017-Q4,West,Office Supplies,3,3.07,9.21,4.84,2.07,2.3
CA-2017-164364,2017-Q4,West,Office Supplies,3,9.31,27.93,13.88,5.95,8.1
CA-2017-168123,2017-Q1,Central,Office Supplies,2,3.95,7.9,3.76,1.61,2.53
CA-2017-168123,2017-Q1,Central,Office Supplies,4,55.29,221.16,114.56,49.1,57.5
CA-2017-168123,2017-Q1,Central,Office Supplies,2,63.98,127.96,45.68,19.58,62.7
CA-2017-168123,2017-Q1,Central,Office Supplies,3,6.23,18.69,6.67,2.86,9.16
CA-2016-120005,2016-Q1,West,Office Supplies,3,8.45,25.35,12.42,5.33,7.6
CA-2016-120005,2016-Q1,West,Furniture,3,11.76,35.28,16.3,6.98,12.0
CA-2016-123526,2016-Q4,West,Office Supplies,5,6.68,33.4,12.16,5.21,16.03
CA-2016-127649,2016-Q4,West,Technology,3,279.2,837.6,542.35,232.43,62.82
CA-2016-159989,2016-Q4,South,Technology,3,13.56,40.68,34.88,14.95,-9.15
CA-2017-103499,2017-Q4,South,Furniture,2,104.78,209.57,163.2,69.95,-23.58
US-2015-167220,2015-Q4,Central,Technology,4,5.59,22.37,11.16,4.78,6.43
CA-2017-126354,2017-Q1,South,Office Supplies,2,1.94,3.88,4.53,1.94,-2.59
CA-2017-126354,2017-Q1,South,Office Supplies,3,38.43,115.3,52.46,22.49,40.35
CA-2017-169817,2017-Q3,East,Office Supplies,2,0.96,1.91,2.41,1.03,-1.53
US-2017-144582,2017-Q2,Central,Office Supplies,7,6.2,43.37,78.94,33.83,-69.4
CA-2014-121573,2014-Q4,East,Technology,4,195.99,783.96,395.12,169.33,219.51
CA-2014-121573,2014-Q4,East,Office Supplies,2,24.45,48.9,21.39,9.17,18.34
CA-2014-121573,2014-Q4,East,Office Supplies,2,3.93,7.86,3.51,1.5,2.85
CA-2016-117660,2016-Q4,East,Office Supplies,2,2.95,5.9,2.74,1.17,1.99
CA-2016-117660,2016-Q4,East,Office Supplies,2,6.86,13.71,8.88,3.8,1.03
CA-2014-112851,2014-Q3,West,Office Supplies,3,60.98,182.94,67.87,29.09,85.98
CA-2017-123701,2017-Q4,West,Office Supplies,4,6.94,27.76,12.44,5.33,9.99
CA-2015-118227,2015-Q2,East,Office Supplies,1,25.99,25.99,12.91,5.54,7.54
CA-2015-123155,2015-Q1,Central,Technology,5,22.7,113.52,58.6,25.12,29.8
CA-2015-123155,2015-Q1,Central,Technology,3,119.96,359.88,236.17,101.22,22.49
CA-2017-158883,2017-Q2,South,Office Supplies,4,6.34,25.34,11.3,4.85,9.19
US-2016-114888,2016-Q3,West,Office Supplies,3,3.98,11.95,5.44,2.33,4.18
US-2016-114888,2016-Q3,West,Office Supplies,3,2.08,6.24,3.06,1.31,1.87
US-2014-167262,2014-Q4,West,Technology,8,92.79,742.34,461.18,197.65,83.51
CA-2017-119746,2017-Q4,Central,Furniture,1,6.46,6.46,7.35,3.15,-4.04
CA-2017-119746,2017-Q4,Central,Office Supplies,5,2.3,11.52,5.14,2.2,4.18
CA-2017-119746,2017-Q4,Central,Technology,2,111.19,222.38,143.99,61.71,16.68
CA-2017-108091,2017-Q4,West,Office Supplies,4,5.84,23.36,12.1,5.19,6.07
CA-2016-101630,2016-Q1,East,Office Supplies,3,2.89,8.67,3.22,1.38,4.07
CA-2016-101630,2016-Q1,East,Office Supplies,3,8.57,25.71,13.32,5.71,6.68
CA-2017-132346,2017-Q4,East,Office Supplies,7,14.42,100.94,47.34,20.29,33.31
CA-2014-150301,2014-Q3,East,Furniture,1,63.88,63.88,37.26,15.97,10.65
CA-2014-159310,2014-Q4,Central,Furniture,4,170.78,683.14,478.2,204.94,0.0
CA-2014-159310,2014-Q4,Central,Office Supplies,3,0.49,1.48,2.58,1.11,-2.21
CA-2014-159310,2014-Q4,Central,Office Supplies,7,5.82,40.71,26.0,11.15,3.56
US-2017-147984,2017-Q1,Central,Office Supplies,5,55.98,279.9,99.92,42.83,137.15
CA-2015-104346,2015-Q4,West,Office Supplies,5,2.62,13.12,8.38,3.59,1.15
CA-2015-104346,2015-Q4,West,Furniture,4,17.4,69.58,149.36,64.01,-143.79
CA-2015-104346,2015-Q4,West,Office Supplies,3,1.41,4.22,2.62,1.12,0.48
CA-2015-104346,2015-Q4,West,Technology,4,14.52,58.08,45.23,19.38,-6.53
CA-2015-104346,2015-Q4,West,Furniture,9,5.82,52.42,26.14,11.21,15.07
CA-2015-104346,2015-Q4,West,Furniture,5,10.98,54.92,30.76,13.18,10.98
CA-2015-104346,2015-Q4,West,Furniture,5,72.99,364.95,429.18,183.94,-248.17
CA-2015-104346,2015-Q4,West,Office Supplies,3,28.35,85.06,39.45,16.9,28.71
CA-2015-104346,2015-Q4,West,Office Supplies,3,9.23,27.7,12.61,5.4,9.69
US-2015-141684,2015-Q2,East,Office Supplies,4,6.24,24.96,9.61,4.12,11.23
CA-2015-144722,2015-Q1,West,Furniture,1,43.13,43.13,17.51,7.51,18.11
CA-2015-120516,2015-Q3,South,Office Supplies,3,1.88,5.64,2.05,0.88,2.71
US-2016-148901,2016-Q2,South,Office Supplies,3,19.19,57.58,71.21,30.52,-44.15
US-2016-148901,2016-Q2,South,Office Supplies,6,5.18,31.1,14.15,6.06,10.89
US-2016-148901,2016-Q2,South,Furniture,3,10.06,30.19,15.32,6.57,8.3
US-2016-148901,2016-Q2,South,Technology,5,8.72,43.6,27.47,11.77,4.36
US-2016-148901,2016-Q2,South,Office Supplies,2,2.38,4.77,3.04,1.31,0.42
US-2016-148901,2016-Q2,South,Office Supplies,2,5.19,10.38,12.59,5.4,-7.61
US-2016-148901,2016-Q2,South,Office Supplies,8,1.67,13.39,16.25,6.96,-9.82
CA-2017-136364,2017-Q3,East,Technology,1,39.59,39.59,32.8,14.05,-7.26
CA-2017-136364,2017-Q3,East,Furniture,9,10.11,91.01,50.17,21.5,19.34
CA-2015-137708,2015-Q4,West,Office Supplies,2,18.97,37.94,13.81,5.92,18.21
CA-2015-137708,2015-Q4,West,Office Supplies,10,4.28,42.8,16.48,7.06,19.26
CA-2015-137708,2015-Q4,West,Office Supplies,3,11.21,33.63,16.48,7.06,10.09
CA-2014-149055,2014-Q4,East,Office Supplies,3,20.94,62.81,29.13,12.48,21.2
CA-2015-151589,2015-Q4,Central,Office Supplies,4,48.91,195.64,72.58,31.11,91.95
CA-2015-151589,2015-Q4,Central,Technology,2,119.95,239.9,117.55,50.38,71.97
CA-2016-121370,2016-Q4,East,Furniture,3,126.69,380.06,281.25,120.53,-21.72
CA-2016-121370,2016-Q4,East,Technology,4,300.0,1199.98,713.99,305.99,180.0
CA-2016-121370,2016-Q4,East,Furniture,3,16.19,48.58,27.2,11.66,9.72
CA-2016-111696,2016-Q2,West,Office Supplies,3,5.98,17.94,6.91,2.96,8.07
CA-2014-139598,2014-Q4,East,Office Supplies,3,6.09,18.26,8.47,3.63,6.16
CA-2014-139598,2014-Q4,East,Office Supplies,2,17.33,34.66,20.32,8.71,5.63
CA-2014-139598,2014-Q4,East,Office Supplies,2,40.78,81.55,51.37,22.02,8.16
CA-2014-139598,2014-Q4,East,Office Supplies,4,56.78,227.14,188.81,80.92,-42.59
CA-2017-117436,2017-Q2,East,Office Supplies,2,5.18,10.36,3.7,1.58,5.08
CA-2015-140025,2015-Q2,Central,Office Supplies,8,57.91,463.25,1151.17,493.36,-1181.28
CA-2015-140025,2015-Q2,Central,Technology,6,63.99,383.95,235.17,100.79,47.99
CA-2016-134222,2016-Q3,West,Office Supplies,6,7.48,44.86,56.52,24.22,-35.88
CA-2016-140018,2016-Q4,East,Technology,7,4.33,30.34,38.23,16.39,-24.28
CA-2016-140018,2016-Q4,East,Furniture,3,42.52,127.55,95.66,41.0,-9.11
CA-2016-140018,2016-Q4,East,Furniture,3,25.98,77.95,43.65,18.71,15.59
US-2017-136707,2017-Q4,West,Office Supplies,4,3.5,14.02,6.38,2.73,4.91
CA-2014-152562,2014-Q4,South,Office Supplies,2,34.76,69.52,35.03,15.02,19.47
CA-2014-152562,2014-Q4,South,Office Supplies,3,1.88,5.64,2.8,1.2,1.64
CA-2016-152408,2016-Q2,East,Office Supplies,3,4.59,13.78,6.51,2.79,4.48
CA-2014-120278,2014-Q4,Central,Office Supplies,6,40.98,245.88,123.92,53.11,68.85
CA-2014-120278,2014-Q4,Central,Office Supplies,3,12.21,36.63,18.72,8.02,9.89
CA-2014-120278,2014-Q4,Central,Office Supplies,2,11.29,22.58,11.7,5.01,5.87
CA-2014-120278,2014-Q4,Central,Office Supplies,3,4.13,12.39,4.6,1.97,5.82
CA-2017-167661,2017-Q4,West,Office Supplies,5,7.98,39.92,18.52,7.93,13.47
CA-2017-167661,2017-Q4,West,Office Supplies,2,30.98,61.96,23.86,10.22,27.88
CA-2017-167661,2017-Q4,West,Office Supplies,4,4.99,19.94,8.9,3.81,7.23
CA-2017-106831,2017-Q2,East,Office Supplies,2,1.9,3.8,4.52,1.94,-2.66
CA-2017-106831,2017-Q2,East,Office Supplies,6,4.62,27.74,12.38,5.3,10.06
CA-2017-106831,2017-Q2,East,Technology,4,39.6,158.38,134.88,57.81,-34.31
CA-2017-154123,2017-Q4,South,Furniture,2,13.79,27.58,11.2,4.8,11.58
CA-2016-136049,2016-Q4,East,Office Supplies,3,1.85,5.55,6.73,2.89,-4.07
CA-2017-118402,2017-Q3,South,Office Supplies,5,48.78,243.92,209.16,89.64,-54.88
US-2016-139388,2016-Q4,East,Office Supplies,4,3.74,14.96,10.26,4.4,0.3
US-2014-128685,2014-Q2,West,Office Supplies,2,3.59,7.18,3.46,1.48,2.24
CA-2015-124044,2015-Q3,East,Office Supplies,3,3.5,10.51,4.78,2.05,3.68
CA-2014-164469,2014-Q2,West,Technology,5,52.79,263.96,170.91,73.25,19.8
CA-2014-164469,2014-Q2,West,Office Supplies,11,6.51,71.63,37.6,16.12,17.91
CA-2014-164469,2014-Q2,West,Office Supplies,1,9.33,9.33,5.96,2.55,0.82
CA-2014-107818,2014-Q3,West,Office Supplies,2,2.94,5.88,2.26,0.97,2.65
CA-2014-107818,2014-Q3,West,Furniture,5,195.18,975.92,597.75,256.18,121.99
CA-2014-107818,2014-Q3,West,Office Supplies,8,37.98,303.84,148.88,63.81,91.15
CA-2014-107818,2014-Q3,West,Office Supplies,6,80.98,485.88,326.51,139.93,19.44
CA-2014-113320,2014-Q4,West,Furniture,3,4.18,12.54,5.62,2.41,4.51
CA-2014-113320,2014-Q4,West,Office Supplies,3,2.98,8.94,5.82,2.49,0.63
CA-2014-113320,2014-Q4,West,Furniture,3,3.08,9.24,3.36,1.44,4.44
CA-2015-137526,2015-Q1,West,Office Supplies,3,23.34,70.01,31.86,13.65,24.5
CA-2015-137526,2015-Q1,West,Furniture,4,19.4,77.6,27.71,11.87,38.02
CA-2015-137526,2015-Q1,West,Furniture,9,51.65,464.85,260.32,111.56,92.97
CA-2017-136063,2017-Q4,Central,Office Supplies,7,1.46,10.19,6.42,2.75,1.02
CA-2016-101546,2016-Q4,East,Office Supplies,2,896.99,1793.98,665.57,285.24,843.17
CA-2014-138940,2014-Q2,Central,Technology,6,126.39,758.35,345.05,147.88,265.42
CA-2016-125164,2016-Q4,East,Office Supplies,1,20.37,20.37,9.09,3.9,7.38
CA-2016-125164,2016-Q4,East,Office Supplies,3,16.62,49.85,23.12,9.91,16.82
CA-2017-163531,2017-Q2,East,Technology,3,79.99,239.97,120.95,51.83,67.19
CA-2017-122490,2017-Q4,West,Furniture,6,400.78,2404.7,1578.09,676.32,150.29
CA-2017-122490,2017-Q4,West,Office Supplies,11,51.18,563.02,261.1,111.9,190.02
CA-2017-122490,2017-Q4,West,Office Supplies,3,114.97,344.91,234.19,100.37,10.35
CA-2017-122490,2017-Q4,West,Office Supplies,3,2.88,8.64,3.09,1.32,4.23
CA-2017-131366,2017-Q4,East,Technology,2,45.0,89.99,73.49,31.5,-15.0
CA-2017-131366,2017-Q4,East,Office Supplies,7,32.79,229.54,102.43,43.9,83.21
CA-2017-164042,2017-Q2,Central,Office Supplies,2,0.91,1.82,0.84,0.36,0.62
CA-2017-164042,2017-Q2,Central,Office Supplies,5,3.66,18.32,45.53,19.51,-46.72
CA-2017-164042,2017-Q2,Central,Office Supplies,3,16.27,48.82,42.29,18.12,-11.59
CA-2017-164042,2017-Q2,Central,Office Supplies,1,1.19,1.19,2.2,0.95,-1.96
CA-2014-132864,2014-Q4,East,Technology,5,23.96,119.8,62.89,26.96,29.95
US-2014-155817,2014-Q4,South,Office Supplies,2,30.78,61.57,39.87,17.08,4.62
US-2014-155817,2014-Q4,South,Office Supplies,3,2.06,6.19,4.01,1.72,0.46
US-2016-131891,2016-Q3,South,Office Supplies,3,0.74,2.21,2.58,1.11,-1.48
CA-2017-143567,2017-Q4,South,Office Supplies,2,2.66,5.32,1.9,0.81,2.61
CA-2017-143567,2017-Q4,South,Furniture,4,243.98,975.92,478.2,204.94,292.78
CA-2017-143567,2017-Q4,South,Technology,9,249.99,2249.91,1212.7,519.73,517.48
CA-2017-143567,2017-Q4,South,Office Supplies,4,14.98,59.92,30.2,12.94,16.78
CA-2017-104080,2017-Q1,West,Office Supplies,5,34.24,171.2,74.9,32.1,64.2
CA-2017-104080,2017-Q1,West,Office Supplies,2,1.68,3.36,1.74,0.75,0.87
CA-2014-151379,2014-Q4,Central,Office Supplies,5,22.84,114.2,43.17,18.5,52.53
CA-2016-163167,2016-Q4,South,Furniture,3,60.89,182.67,90.79,38.91,52.97
CA-2016-163167,2016-Q4,South,Technology,6,16.95,101.7,66.92,28.68,6.1
CA-2016-163167,2016-Q4,South,Office Supplies,3,375.34,1126.02,748.8,320.92,56.3
